title,companyName,location,description,experienceLevel,contractType,sector,postedDate,python_mentioned,sql_mentioned,excel_mentioned,power bi_mentioned,tableau_mentioned,r_mentioned,machine learning_mentioned,communication_mentioned,aws_mentioned,azure_mentioned
data analyst-1,Games24x7,"Bengaluru, Karnataka, India","IntroductionGames24x7 is India’s leading and most valuable multi-gaming unicorn. We’re a full-stack gamingcompany, offering awesome game playing experiences to over 100 million players through ourproducts - RummyCircle, India’s first and largest online rummy platform, My11Circle, thecountry’s fastest growing fantasy sports platform.A pioneer in the online skill gaming industry in India, Games24x7 was founded in 2006 when twoNew York University trained economists Bhavin Pandya, and Trivikraman Thampy met at thecomputer lab and discovered their shared passion for online games. We’ve always been atechnology company at heart, and over the last decade and a half, we’ve built the organisationon a strong foundation of ‘the science of gaming’, leveraging behavioural science, artificialintelligence, and machine learning to provide immersive and hyper-personalised gamingexperiences to each of our players.Backed by marquee investors including Tiger Global Management, The Raine Group, and MalabarInvestment Advisors, Games24x7 is leading the charge in India’s gaming revolution, constantlyinnovating and offering novel entertainment to players!Our 800+ passionate teammates create their magic from our offices in Mumbai, Bengaluru, NewDelhi, Miami, and Philadelphia.We are seeking an experienced and detail-oriented Data Analyst (DA-1) to join our growing team. The successful candidate will play a crucial role in analyzing and interpreting complex datasets, providing valuable insights to support strategic decision-making.Responsibilities include:Requirement gathering with stakeholders to understand their requirements and managing them along with prioritization of various requirements coming in together.To extract actionable insights and help business teams in decision makingTo understand underlying player behavior.To work with the Product, Marketing and Technology team to execute projects and measure their success.Develop and maintain comprehensive dashboards and reports to facilitate decision-making at various levels within the organization.Implement data quality standards to ensure accuracy,reliability and reusability of data and solutions developed.Participate actively in reusable design solutions and cost optimizationsCreating and deploying reports with highest qualityDesign and plan BI solutions to automate regular reporting and reduce manual intervention.Write code (queries/procedures/scripts) in SQL / Hive / Drill / PySpark / Python / R that is both functional and elegant, following appropriate design patternsMinimum Job Qualifications:BE/B.Tech in Computer Science/IT from Top CollegesGood understanding of statistics, probability, segmentation techniques.Strong logical and analytical skillsExcellent technical as well as communication skills with the ability to effectively convey complex technical concepts to non-technical stakeholders.Attention to even the smallest detail is mandatoryProficiency in data analysis tools and programming languages such as Python, R, SQL, etc.Experience with data visualization tools (e.g., Tableau, Power BI).Knowledge of data warehousing concepts and experience working with large datasets.Deploying analytical solutions in PythonBasic knowledge of digital marketing and product is preferable.Hands on with Predictive analytics.User Personalisation solutions models.",Associate,Full-time,"Technology, Information and Internet",2025-05-20T00:00:00.000Z,1,1,1,1,1,1,1,1,0,0
analyst-data analytics,American Express,"Gurugram, Haryana, India","At American Express, our culture is built on a 175-year history of innovation, shared values and Leadership Behaviors, and an unwavering commitment to back our customers, communities, and colleagues. As part of Team Amex, you'll experience this powerful backing with comprehensive support for your holistic well-being and many opportunities to learn new skills, develop as a leader, and grow your career.Here, your voice and ideas matter, your work makes an impact, and together, you will help us define the future of American Express.Function Description:The ‘Prospect Direct Mail Analytics’ team is part of the Analytics, Investments and Marketing Enablement (AIM) team within Global Commercial Services Marketing, American Express. AIM team is responsible for targeting, acquiring, engaging, and retaining commercial customers over online and offline channels and delivering world-class analytics, insights and data products for the Global Commercial Services (GCS) business. In this role, the incumbent will lead the Prospects Direct Mail Analytics team within AIM.Purpose of the Role:The Analyst will own the end-to-end analytics required for executing Commercial Prospects Direct Mail campaigns and would be responsible to profitably drive growth in commercial acquisition and charge volume through the Direct Mail channel. The Analyst will be challenged with designing and creating world class prospect marketing analytics solutions by leveraging machine learning and advanced methodologies. The person will be responsible for performing strategic analyses, synthesizing conclusions, and communicating recommendations to partners aimed at driving revenue through acquisitions. The ideal candidate can drive strategic decision making and execute new strategies via advanced analytics, disciplined test & learn, and effective partnership. The position is part of a highly collaborative environment, interacting with and influencing partners across the Global Commercial Services business at American Express.Responsibilities:Drive profitable acquisitions in Direct Mail channel by meeting ROI / Acquisition / Revenue goals with optimization, experimentation and analytics driven insights.Define, Design, Create, and Implement data science & analytical solutions required throughout the life cycle of a Direct Mail campaign starting from lead generation all the way to performance measurement.Collaborate with stakeholders within GCS Prospect marketing, Finance and investment optimization on various initiatives including setting goals for the channel / influencing data-driven strategy changes / introducing offer personalization etc.Researching and evaluating new commercial data sources working with external data vendors to improve data quality.Creating data segmentation & optimization strategies for targeting profitable prospects with the right product/incentive in the Direct Mail channel Translate business problems into Machine Learning problems.Collaborate with Decision Science teams to quantitatively determine the value of ML models, and ensure key insights are leveraged to create the most suitable ML models to solve the business problems.Collaborate with ML and Tech teams to manage, guide and build analytical solutions to improve targeting efficiency in Direct Mail channel.Minimum Qualifications:Bachelor's degree in quantitative field (e.g. Mathematics, Computer Science, Physics, Engineering, Finance and Economics).Demonstrated ability to lead cross-functional teams directly or indirectly to achieve key business outcomes.Strong programming skills are required. Experience with BIG DATA PROGRAMMING LANGUAGES (HIVE, PIG, SPARK), PYTHON (or R or JAVA). Expertise or ability to pick up strong SQL skills.Strong technical and analytical skills with the ability to apply both quantitative methods and business skills to create insights and drive results, such as A/B testing analysis.Strong analytical/conceptual thinking acumen to solve unstructured and complex business problems and articulate key findings to senior leaders/stakeholders in a succinct and concise manner.Demonstrated ability to work independently and across a matrix organization partnering with capabilities, marketing, decision sciences, risk teams and external vendors to deliver solutions at top speed.Preferred Qualifications:Master’s in quantitative field (e.g. Mathematics, Computer Science, Physics, Engineering, Finance and Economics) or MBA with quantitative background.Strong knowledge of machine learning techniques, including XGBoost, Decision Trees and NLP models. Knowledge of commercial data experience is a plus.We back our colleagues and their loved ones with benefits and programs that support their holistic well-being. That means we prioritize their physical, financial, and mental health through each stage of life. Benefits include:Competitive base salaries Bonus incentives Support for financial-well-being and retirement Comprehensive medical, dental, vision, life insurance, and disability benefits (depending on location) Flexible working model with hybrid, onsite or virtual arrangements depending on role and business need Generous paid parental leave policies (depending on your location) Free access to global on-site wellness centers staffed with nurses and doctors (depending on location) Free and confidential counseling support through our Healthy Minds program Career development and training opportunitiesAmerican Express is an equal opportunity employer and makes employment decisions without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran status, disability status, age, or any other status protected by law.  Offer of employment with American Express is conditioned upon the successful completion of a background verification check, subject to applicable laws and regulations.",Entry level,Full-time,Financial Services,2025-05-30T00:00:00.000Z,1,1,0,0,0,1,1,0,1,0
powerbi,Virtusa,Mumbai Metropolitan Region,"JOB DescriptionDevelop and Maintain business intelligence data visualizations using Microsoft Power BIThe core responsibilities will be to develop high performance data visualizations, reports, dashboards, and provide ad-hoc reporting.Demonstrate a proven ability to work in a fast-paced, agile environmentBe comfortable with initial ambiguity and offer solutions to lead a Client down the right pathSupport rapid prototyping and coordinate business requests and specifications with a Business Analytics Designer and CustomersValidate that visualizations perform as expected in an operational settingEnsure developed visualizations are high quality and comply standards around font, color, whitespace or other branding elementsDevelop semantic layer organization that will be visible to end-usersA Successful Candidate Will Have The Following CharacteristicsProficiency with all areas Power BI, Tableau SSRS , MSSQLDeep understanding of Relational Models, Tabular Models, and Multi-Dimensional ModelsAbility to enhance models as needed for custom Visualization requestsStrong SQL work experience and understanding - must haveThe core responsibilities will be to develop high performance data visualizations, reports, dashboards, and provide ad-hoc reporting.Demonstrate a proven ability to work in a fast-paced, agile environmentBe comfortable with initial ambiguity and offer solutions to lead a Client down the right pathSupport rapid prototyping and coordinate business requests and specifications with a Business Analytics Designer and Customers",Associate,Full-time,IT Services and IT Consulting,2025-05-20T00:00:00.000Z,0,1,0,1,1,1,0,0,0,0
data analyst - powerbi - immediate joiner only,BDO in India,"Delhi, India","You will work as a senior-level data analyst helping the company make smart decisions by creating Power BI dashboards and reports from business data. Your job is to turn complex data into clear visuals and insights that help teams and leaders understand trends, performance, and areas for improvement.Note: This role involves working closely with government officials, so we are looking for someone who is genuinely interested in contributing to government projects. The position requires a high level of maturity and strong technical expertise in Power BI, as you will be directly interacting with senior government stakeholders. Preference goes to them who has previously worked on Egovernance projects.100% onsite at client location in Delhi.Qualifications: • Bachelor's degree in Data Science, Statistics, Computer Science, or a related field; Master's degree preferred. • 4+ years of experience in data analysis, reporting, and visualization. • Extensive experience with Power BI, including DAX, Power Query, and data modeling. • Strong proficiency in SQL and database management. • Familiarity with other BI tools is a plus. • Excellent analytical, problem-solving, and communication skills. • Ability to work independently and collaboratively in a fast-paced environment. Preferred Skills: • Knowledge of cloud data platforms (Azure, AWS, or GCP). • Experience with Python, R, or other data analysis tools. • Understanding of data warehousing and ETL processes.",Mid-Senior level,Other,"Business Consulting and Services, IT Services and IT Consulting, and Software Development",2025-05-15T00:00:00.000Z,1,1,1,1,0,1,0,1,1,1
senior analyst,Nykaa,"Bengaluru, Karnataka, India","About UsNykaa.com is India's biggest online destination for beauty & personal care. With over 2500+ brands, 5 lakh+ products and delivery all across India, we strive to be the one-stop-shop for a consumer.We launched Nykaa Fashion in 2018, as a curated and managed marketplace with an endeavor to inspire consumers to make fashion and lifestyle choices that best suit them. We have a wide assortment of offerings, across price points, to cater to women, men and children of diverse demographics. Presently, Nykaa Fashion houses 2,000+ brands and over 2 million products across five consumer segments: women, men, kids, tech and home. Within these consumer segments, we merchandise across several categories including western wear, Indian wear, lingerie, footwear, bags, jewelry, accessories, athleisure, home décor, bath, bed and kitchen in order to cater to the diverse consumers’ journeys across our platform. We offer a mix of brands across established national brands, international brands, luxury brands, and emerging labels and designers.Apart from retailing, Nykaa strives to provide advice through its various platforms, like the BeautyBook (bi-monthly magazine), Nykaa Network - A community of millions of beauty and fashion enthusiasts across India, Nykaa TV - its YouTube channel which engages an audience of over 1 million.Nykaa’s vision and mission is to inspire and enable each person to thrive in their own uniqueness by creating a community and being a trusted source of information and products to cater to every lifestyle need, by giving choice, inspiration, authenticity and convenience to diverse consumers.Analyst IIIData in the current business environment is the key for business success. As a senior leader, you will be responsible to convert the immense data that we generate into actionable insights for business and product teams. You should have the ability to challenge the status quo by providing thought leadership, developing team competency, bringing industry best practices and building strong relationships across business and product functions. Key ResponsibilitiesProblem and opportunity assessmentLeverage data and voice of customers to understand business and customer problems, emerging customer and competitor trends and areas for product development. Identify, strategize, and prioritize analytics initiatives for quick wins as to fast track mid/long term successHigh Impact insights and strategic recommendationsDefine and standardize key performance scorecards with close collaboration with BI Establish frameworks and provide guidance to analysts to derive and share actionable insights including forecast, trend analysis, feature impact and ROIPartner with cross-functional teams to influence roadmap planning and strategic decision-making based on predictive insights and model outputs.Proactively identify opportunities for advanced modeling to solve critical business problems and influence product and marketing strategies.CapabilitiesExcellent problem solving and comprehensive analytical skills - ability to structure ambiguous problem statements, perform detailed analysis and derive crisp insightsStrong statistical modeling expertise: Proven hands-on experience in building and validating models including regression, classification, clustering, time-series forecasting, and experimentation (A/B testing frameworks). Deep proficiency in Python for data analysis and modeling (Pandas, NumPy, scikit-learn, statsmodels, etc.); comfort with SQL and basic data engineering practices.Think strategically, exponentially and understand the ‘big picture’Strong communication and presentation skills - ability to connect the dots through data, communicate and present with impact to all levels of the organizationIntellectual Curiosity - Initiative to dig into the who, why, where, what & how. Curiosity about business and customer behavior Ability to inspire and motivate teams, understand and apply situational leadership as needed. Solid experience in various tools and technologies - SQL, Excel, Python/R, Clickstream analytics, Tableau (is a plus) Experience of working with ecommerce/consumer tech is a plusExtremely positive ‘Can do’ attitude which continuously drives you to take initiatives and demonstrate high degree of self motivationQualificationsBachelor's degree in a quantitative field such as Mathematics, Statistics, Economics, Analytics, computer science or related fields7-9 years of experience in data and business analytics with 2+ years of junior-mid analytics leadership experience",Mid-Senior level,Full-time,"Technology, Information and Internet",2025-05-14T00:00:00.000Z,1,1,1,0,1,1,0,1,0,0
data associate,Zeta-V Technology Solutions Ltd,"Pune, Maharashtra, India","Title: Data Associate Shift timing 1 p.m - 10 p.m.Location - Hinjewadi PuneWork from OfficeOur client delivers actionable insights to financial institutions globally through our comprehensive research studies.This is a full-time position based in Pune, India.Job Responsibilities: We are seeking a data associate to work with our team based in the UK:The role will involve a range of tasks supporting development and maintenance of back-end data architecture and front-end platform for global market research studies. They will be responsible for the development and maintenance of the platform, working on both UX as well as the data delivery itself, creating a portfolio of dashboards and visualisations to serve as a template for new projects.They will liaise with relevant stakeholders across different teams to ensure front-end architecture serves its purpose, contributing to developments in data taxonomy where relevant.They will also provide Excel support for PMs on published research studies and custom work.Competencies/Personality Traits:·      Ability to prioritise multiple short-term and medium-term tasks, and work to deadlines·      Ability to listen to and implement feedback·      Excellent attention to detail·      Ability to work effectively individually and as a part of a team·      Ability to identify problems and recommend solutions·      Intellectual curiosity·      Creative mindset·      Ability to assess problems holisticallyQualifications:·      Bachelor’s degree or equivalent. ·      Excellent oral and written communication skills in English (required) ·      Strong numerical skills (required)·      Advanced Excel skills (required)·      Data visualisation skills in Excel / PowerPoint (required)·      Knowledge of HTML and CSS (required)·      Knowledge of any other programming language (preferred)·      Experience with SQL databases (preferred)",Entry level,Full-time,IT Services and IT Consulting,2025-05-07T00:00:00.000Z,0,1,1,0,0,1,0,1,0,0
data analyst,Checkmarx,Pune/Pimpri-Chinchwad Area,"Checkmarx is the enterprise application security leader and the host of Checkmarx One™ — the industry -leading cloud-native AppSec platform that helps enterprises build #DevSecTrust.DescriptionWho are we?Checkmarx is the leader in application security and ensures that enterprises worldwide can secure their application development from code to cloud. Our consolidated platform and services address the needs of enterprises by improving security and reducing TCO, while simultaneously building trust between AppSec, developers, and CISOs. At Checkmarx, we believe it’s not just about finding risk but remediate it across the entire application footprint and software supply chain with one seamless process for all relevant stakeholders.We are honored to serve more than 1,800 customers, which includes 40 percent of all Fortune 100 companies including Siemens, Airbus, SalesForce, Stellantis, Adidas, Wal-Mart and Sanofi.About The RoleWe are looking for a proactive, analytical, and AI-curious Data Analyst to join our global Revenue Operations team. You will play a key role in elevating the quality of our master data, streamlining data processes, and supporting business-critical analysis.As part of a fast-paced and collaborative global team, you will help prepare and deliver high-impact reports and dashboards related to Customer Health, Pipeline Analysis, Pricing, Forecasting, and more. You will support the preparation of executive-level weekly decks and contribute to operational excellence by turning data into action.This is your opportunity to make a direct impact on our go-to-market operations, helping drive decisions with clean, reliable, and intelligent data. You'll work alongside experienced analytics and RevOps professionals, with room to innovate and grow within a global tech organization.Responsibilities: Data Stewardship & Governance Maintain and manage the quality, consistency, and documentation of master data. Create and maintain data dictionaries and business glossaries. Ensure compliance with internal data policies and regulatory requirements. Data Quality & Automation Define and monitor data quality metrics (completeness, accuracy, timeliness). Identify and resolve anomalies, inconsistencies, and gaps in the data. Build and improve automation processes to ensure scalable data validation and reporting. Reporting & Business Analysis Prepare weekly decks and dashboards across: Customer health scoring and engagement  Pipeline health and progression trends  Pricing intelligence and forecasting support  Executive and operational business reviews  Translate data into clear, actionable insights for senior leadership. Collaborate with internal stakeholders across Sales, RevOps, CS, Product , Marketing and Finance.RequirementsMinimum 5 years of experience in data-related roles such as analytics, operations, governance, or business intelligence  Expert-level Excel proficiency, including pivot tables, lookups, and complex formulas  Microsoft Office Specialist (MOS) – Excel Expert certification requiredHands-on experience with BI tools (Power BI, Sisense, Tableau, etc.) Strong knowledge of Salesforce (SFDC)  Salesforce Certified Administrator certification - an advantageDeep understanding of Gainsight, Sisense, and enterprise data architecture Familiarity with AI tools and eagerness to apply them in business use cases  OpenAI / ChatGPT API certification – an advantageExposure to cloud-based data ecosystems  AWS Certified Data Analytics – Specialty – an advantageFast learner and autodidact – comfortable picking up new tools and tech quickly Solid understanding of B2B sales processes and forecasting logic Ability to read and interpret contracts and structured business content Excellent communication skills in English (written and verbal) Experience working in global, remote, cross-functional teams What we have to offer",Entry level,Full-time,Computer and Network Security,2025-05-29T00:00:00.000Z,0,0,1,1,1,1,0,1,1,0
data analyst,Unico Connect,"Mumbai, Maharashtra, India","We are looking for candiates with 1-3 years of work experience. Please do not apply if you have more experience than mentioned.About Us:Unico Connect is a forward-thinking technology company dedicated to pushing the boundaries of what's possible in the digital world. We are seeking an experienced Senior Data Scientist to join our team. In this role, you will work on a wide range of exciting projects, from deriving actionable insights from complex data sets to leveraging machine learning and AI tools for innovative solutions.Responsibilities:Data Analysis and Insights: Analyze complex data sets to derive valuable insights for strategic decision-making.Architectural Recommendations: Collaborate with development teams to enhance data collection and storage architectures.Visualization Enhancements: Develop compelling data visualizations, interactive dashboards, and reports to improve user experience.Event Tracking: Define and ensure proper tracking of application events in collaboration with product managers and developers.Dashboard Design: Create and set up dashboards showcasing real-time usage metrics and behavioral data.Ad Hoc Reporting: Address specific business challenges by responding to ad hoc data requests and conducting analyses.Report Generation: Communicate analytical findings through comprehensive reports and visualizations to guide strategic planning and process improvements.Data Quality Assurance: Implement measures to ensure data accuracy and reliability.Technology and Tools: Stay updated with the latest data analytics tools and technologies to continuously enhance data science capabilities.Collaborative Teamwork: Provide data-driven insights and support decision-making processes within cross-functional teams.Data Modeling: Utilize statistical techniques and machine learning algorithms to create predictive and prescriptive models.Training and Support: Train and support team members and stakeholders in data science techniques and tools.Requirements:Education: Bachelor’s or Master’s degree in Computer Science, Data Science, or a related field.Experience: Minimum of 2 and Maximum 3 years of experience as a Data Scientist or in a similar role.Technical Skills:Proficiency in Python or R, and SQL for data manipulation and analysis.Experience with data visualization tools like Power BI, Tableau or similar.Strong understanding of statistical concepts and machine learning algorithms.Familiarity with databases and data warehousing concepts.Analytical Skills: Excellent analytical and problem-solving abilities with a strong attention to detail.Communication Skills: Effective at conveying technical findings to non-technical stakeholders.Organizational Skills: Strong time-management skills for handling multiple projects and deadlines.Teamwork: Ability to work both independently and collaboratively within a team.",Associate,Full-time,IT Services and IT Consulting,2025-05-22T00:00:00.000Z,1,1,1,1,1,1,1,1,0,0
"business intelligence analyst, finance",Google,"Bengaluru, Karnataka, India","Minimum qualifications:Bachelor's degree in a quantitative discipline or equivalent practical experience.4 years of experience in business intelligence, analytics, or quantitative analysis related fields.Experience in Programming and SQL.Preferred qualifications:Master's degree in a quantitative discipline.Experience with visualization tools (e.g., Tableau, Power BI, Looker, etc.).Knowledge of finance processes, data disciplines, and terminology, with the ability to work in an environment with ambiguity and work with stakeholders (e.g., Engineering, Data Science).About The JobAt Google, data drives all of our decision-making. As part of the Finance Business Intelligence team, you will use data to inform business and product decisions across the company. Using your technical skills, business acumen and creativity, you will build tools to automate reporting and generate insight that will allow clients to quickly and accurately see how our key business products and processes are performing. Previous experience managing finance systems projects, with emphasis on providing business intelligence and data driven insight through reporting, will have equipped you well for this role. You’ll be involved in projects from inception to delivery, ensuring that your reporting delivers high-quality and relevant data to intelligently grow our business. You will also have extensive knowledge of key financial systems, such as Oracle and Hyperion, and experience working with a range of other business intelligence tools and platforms.The name Google came from ""googol,"" a mathematical term for the number 1 followed by 100 zeros. And nobody at Google loves big numbers like the Finance team when providing in depth analysis on all manner of strategic decisions across Google products. From developing forward-thinking analysis to generating management reports to scaling our automated financial processes, the Finance organization is an important partner and advisor to the business.ResponsibilitiesPartner with the Finance teams, understand their data needs, and build plans to address those with data solutions.Deliver data solutions that provide insights to the users, enabling them to make better decisions and complete their responsibilities.Incorporate best practices for reporting, dashboards and scorecards, data visualization to ensure the data solutions are and remain relevant in filling the information gaps of the finance organization.Lead release schedules and milestones along all stages of a project’s life-cycle, coordinating across multiple teams across Google to ensure delivery of data products/solutions.Maintain development practices including technical design, solution development, systems configuration, test documentation/execution, issue identification and resolution, writing modular and self-sustaining code.Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form .",Not Applicable,Full-time,"Information Services and Technology, Information and Internet",2025-05-19T00:00:00.000Z,0,1,0,1,1,1,0,0,0,0
product analyst,MakeMyTrip,"Gurugram, Haryana, India","About the Opportunity:Role : Product AnalystLevel : Assistant Manager/Deputy ManagerLocation : GurgaonAbout the Function:When it comes to booking a flight, MakeMyTrip is the undisputed leader in the air travel segment. As a Product Analyst on the MakeMyTrip Group's Flights team— overseeing the Flights Product for both MakeMyTrip and Goibibo—you will be instrumental in turning vast volumes of data into meaningful product decisions. Collaborating with a dynamic product and tech team, you'll harness the power of advanced analytics, generative AI, and behavioral insights to uncover opportunities, tackle real customer challenges, and drive key initiatives across funnel conversion, monetization, ancillary adoption, Net Promoter Score (NPS), and the expansion of cutting-edge travel solutions throughout IndiaAbout the Role:The incumbent will be responsible for setting up the MakeMyTrip Group's Flights product charter/roadmap & strategy, as well as feature definitions of the product and will also lead the product implementation & launch. This role is ideal for data storytellers who love influencing what gets built and why – and who are excited by the opportunity to shape the next generation of travel products using the power of data, automation, and AIWhat will you be doing:Deep-dive into funnel metrics, behavioral data, customer feedback, and booking patterns to uncover friction points, drop-offs, and growth opportunities. Collaborate closely with product managers, engineers, and data scientists to codefine problem statements, prioritize product bets, and quantify impact. Identify, analyze, and interpret trends and patterns in complex data sets.Integrate Gen AI models (e.g., prompt-driven user clustering, LLM-powered segmentation, sentiment extraction) into analysis pipelines to accelerate insights. Develop and maintain large data sets, and create scalable dashboards and AIaugmented storytelling tools for product reviews, experiment outcomes, and leadership reporting.Monitor market trends, competitive benchmarks, and user research to recommend feature sets that align with industry shifts and evolving user needs. Help define success metrics for product initiatives, run A/B tests, and evaluate performance post-launch. Build and optimize data pipelines to enable faster feedback loops between user behavior and product iteration. Present findings through visually engaging, compelling narratives that drive confident decision-makingQualification & ExperienceBachelor's or Master’s degree in Engineering, or related field. 6–8 years of experience in data analytics, preferably in a product-led, consumer tech environment. Prior experience in consumer internet, travel, fintech, or e-commerce is highly preferred.Strong command of advanced SQL, Python, and Excel — a must-have. Hands-on experience with BI tools (e.g., Tableau, Power BI, Metabase) and experimentation tracking. Exposure to Gen AI tools or prompt engineering, LLM-based data summarization, or experience working with NLP models is a strong plusKey Success Factors for the RoleA passion for user-centric problem solving and impact-first thinking. Detail-oriented and highly organized, with the ability to manage multiple priorities and thrive in a fast-paced, iterative environment with shifting demands. Excellent communication skills, stakeholder alignment, and product thinking. A proactive self-starter who can navigate ambiguity, rally cross-functional teams, and deliver high-quality outcomes. An interest in how AI and automation are redefining product roles — along with the enthusiasm to stay ahead of the curve",Mid-Senior level,Full-time,"Technology, Information and Internet",2025-05-27T00:00:00.000Z,1,1,1,1,1,1,0,1,0,0
sql + python,Wissen Technology,"Bengaluru, Karnataka, India","Wissen Technology is Hiring for SQL With Python About Wissen Technology: Wissen Technology is a globally recognized organization known for building solid technology teams, working with major financial institutions, and delivering high-quality solutions in IT services. With a strong presence in the financial industry, we provide cutting-edge solutions to address complex business challenges. Role Overview: We are looking for a skilled and detail-oriented candidate with a strong foundation in SQL, Python, and data processing techniques. The ideal candidate is passionate about transforming raw data into meaningful insights and has hands-on experience across the data pipeline—from data wrangling to visualization. Experience: 3-5 Years Location: Bengaluru Required Skills:  Strong experience with SQL (e.g., joins, subqueries, CTEs, window functions).   Proficiency in Python for data manipulation (e.g., pandas, NumPy).   Experience working with relational databases like MySQL, PostgreSQL, SQL Server, or Oracle.   Hands-on experience in data wrangling, cleaning, and feature engineering.   Understanding of ETL processes and tools.   Familiarity with version control systems like Git.   Knowledge of data visualization techniques and tools.   Strong problem-solving and analytical skills.  The Wissen Group was founded in the year 2000. Wissen Technology, a part of Wissen Group, was established in the year 2015. Wissen Technology is a specialized technology company that delivers high-end consulting for organizations in the Banking & Finance, Telecom, and Healthcare domains. We help clients build world class products. We offer an array of services including Core Business Application Development, Artificial Intelligence & Machine Learning, Big Data & Analytics, Visualization & Business Intelligence, Robotic Process Automation, Cloud Adoption, Mobility, Digital Adoption, Agile & DevOps, Quality Assurance & Test Automation. Over the years, Wissen Group has successfully delivered $1 billion worth of projects for more than 20 of the Fortune 500 companies. Wissen Technology provides exceptional value in mission critical projects for its clients, through thought leadership, ownership, and assured on-time deliveries that are always ‘first time right’. The technology and thought leadership that the company commands in the industry is the direct result of the kind of people Wissen has been able to attract. Wissen is committed to providing them with the best possible opportunities and careers, which extends to providing the best possible experience and value to our clients. We have been certified as a Great Place to Work® company for two consecutive years (2020-2022) and voted as the Top 20 AI/ML vendor by CIO Insider. Great Place to Work® Certification is recognized world over by employees and employers alike and is considered the ‘Gold Standard’. Wissen Technology has created a Great Place to Work by excelling in all dimensions - High-Trust, High-Performance Culture, Credibility, Respect, Fairness, Pride and Camaraderie.  Website: www.wissen.com  LinkedIn: https://www.linkedin.com/company/wissen-technology  Wissen Leadership: https://www.wissen.com/company/leadership-team/  Wissen Live: https://www.linkedin.com/company/wissen-technology/posts/feedView=All  Wissen Thought Leadership: https://www.wissen.com/articles/  Employee Speak: https://www.ambitionbox.com/overview/wissen-technology-overview https://www.glassdoor.com/Reviews/Wissen-Infotech-Reviews-E287365.htm Great Place to Work: https://www.wissen.com/blog/wissen-is-a-great-place-to-work-says-the-great-place-to-work-institute-india/ https://www.linkedin.com/posts/wissen-infotech_wissen-leadership-wissenites-activity-6935459546131763200-xF2k About Wissen Interview Process: https://www.wissen.com/blog/we-work-on-highly-complex-technology-projects-here-is-how-it-changes-whom-we-hire/  Latest in Wissen in CIO Insider: https://www.cioinsiderindia.com/vendor/wissen-technology-setting-new-benchmarks-in-technology-consulting-cid-1064.html",Mid-Senior level,Full-time,IT Services and IT Consulting,2025-05-23T00:00:00.000Z,1,1,1,0,0,1,1,0,0,0
